ms, kg
276.958, -0.0031
318.810, -0.0032
348.108, -0.0032
396.231, -0.0032
450.359, -0.0031
486.235, -0.0031
492.246, -0.0033
528.100, -0.0032
557.341, -0.0031
599.207, -0.0032
652.240, -0.0032
693.769, -0.0031
735.170, -0.0031
777.007, -0.0032
842.545, -0.0031
877.465, -0.0032
907.957, -0.0033
950.016, -0.0033
1011.428, -0.0033
1060.301, -0.0033
1127.695, -0.0034
1170.967, -0.0033
1206.601, -0.0032
1253.981, -0.0032
1289.553, -0.0033
1325.527, -0.0032
1360.618, -0.0033
1414.707, -0.0033
1457.755, -0.0031
1487.067, -0.0031
1524.310, -0.0031
1559.893, -0.0031
1644.842, -0.0031
1674.419, -0.0030
1704.720, -0.0031
1745.489, -0.0031
1757.358, -0.0030
1793.628, -0.0031
1834.417, -0.0031
1881.860, -0.0030
1905.495, -0.0031
1935.083, -0.0031
1982.454, -0.0031
1994.301, -0.0031
2041.690, -0.0031
2085.105, -0.0031
2134.453, -0.0031
2146.672, -0.0031
2229.309, -0.0032
2294.917, -0.0031
2325.920, -0.0031
2351.126, -0.0032
2375.233, -0.0033
2409.865, -0.0032
2451.251, -0.0032
2504.947, -0.0033
2534.665, -0.0032
2571.991, -0.0032
2608.278, -0.0032
2662.432, -0.0033
2725.432, -0.0031
2832.222, -0.0031
2888.834, -0.0032
2920.391, -0.0034
2993.476, -0.0035
2999.874, -0.0032
3037.256, -0.0031
3049.785, -0.0032
3092.015, -0.0031
3145.059, -0.0031
3251.764, -0.0032
3380.025, -0.0030
3497.830, -0.0031
3626.513, -0.0031
3753.515, -0.0031
3874.100, -0.0031
3992.167, -0.0031
4130.314, -0.0032
4256.399, -0.0032
4374.829, -0.0031
4474.292, -0.0031
4595.725, -0.0025
4768.690, -0.0015
4860.011, 0.0006
4996.911, 0.0040
5105.661, 0.0081
5220.861, 0.0134
5361.675, 0.0295
5481.329, 0.0371
5603.663, 0.0468
5703.718, 0.0619
5824.439, 0.0694
5948.601, 0.0744
6071.984, 0.0831
6193.029, 0.0889
6315.183, 0.0955
6419.773, 0.1077
6577.605, 0.1142
6688.203, 0.1201
6809.448, 0.1336
6934.498, 0.1408
7023.251, 0.1464
7163.342, 0.1584
7347.577, 0.1651
7417.416, 0.1707
7577.686, 0.1810
7652.217, 0.1862
7772.066, 0.1919
7904.410, 0.2025
8058.850, 0.2109
8142.399, 0.2209
8287.547, 0.2436
8380.070, 0.2554
8536.836, 0.2650
8631.664, 0.2661
8737.790, 0.2632
8878.358, 0.2609
9011.743, 0.2585
9110.343, 0.2572
9280.018, 0.2550
9358.754, 0.2508
9528.130, 0.2500
9607.165, 0.2488
9744.129, 0.2448
9927.159, 0.2430
9986.496, 0.2416
10112.506, 0.2405
10211.886, 0.2373
10348.581, 0.2353
10488.609, 0.2336
10562.410, 0.2313
10714.942, 0.2296
10854.879, 0.2275
10961.396, 0.2243
11093.755, 0.2232
11211.943, 0.2216
11331.229, 0.2179
11456.704, 0.2163
11545.829, 0.2150
11728.786, 0.2121
11819.614, 0.2102
11953.196, 0.2086
12076.002, 0.2059
12177.034, 0.2045
12275.180, 0.2029
