ms, kg
265.341, -0.0049
290.457, -0.0048
327.399, -0.0041
386.301, -0.0027
451.041, -0.0038
474.745, -0.0045
533.828, -0.0034
557.456, -0.0038
581.573, -0.0041
599.302, -0.0045
630.813, -0.0062
693.511, -0.0068
736.987, -0.0068
754.666, -0.0048
810.083, -0.0046
859.324, -0.0050
906.727, -0.0049
937.486, -0.0044
968.960, -0.0043
1017.167, -0.0053
1083.933, -0.0045
1138.418, -0.0044
1200.474, -0.0051
1249.787, -0.0051
1298.884, -0.0048
1348.680, -0.0046
1371.931, -0.0049
1415.619, -0.0049
1457.141, -0.0042
1506.093, -0.0046
1517.816, -0.0050
1559.354, -0.0041
1608.400, -0.0043
1614.579, -0.0051
1656.603, -0.0051
1680.335, -0.0049
1705.496, -0.0050
1748.798, -0.0055
1798.434, -0.0053
1841.625, -0.0050
1889.036, -0.0045
1942.291, -0.0058
1978.226, -0.0045
2031.494, -0.0043
2100.861, -0.0049
2119.806, -0.0048
2155.138, -0.0031
2186.204, -0.0036
2254.713, -0.0042
2273.731, -0.0040
2303.811, -0.0042
2347.898, -0.0044
2370.965, -0.0043
2437.382, -0.0043
2487.235, -0.0042
2535.997, -0.0043
2573.290, -0.0041
2644.866, -0.0040
2715.947, -0.0040
2782.495, -0.0040
2835.884, -0.0039
2903.534, -0.0040
2950.863, -0.0040
2962.832, -0.0039
2980.391, -0.0040
3015.651, -0.0040
3033.444, -0.0040
3074.855, -0.0040
3124.173, -0.0040
3142.995, -0.0040
3155.545, -0.0040
3180.801, -0.0040
3229.383, -0.0040
3301.585, -0.0041
3358.558, -0.0041
3400.073, -0.0041
3455.256, -0.0041
3491.151, -0.0040
3534.239, -0.0041
3565.794, -0.0041
3613.570, -0.0040
3656.096, -0.0040
3699.642, -0.0041
3753.082, -0.0041
3806.132, -0.0041
3855.253, -0.0041
3928.224, -0.0041
3988.736, -0.0041
4025.585, -0.0041
4068.647, -0.0042
4079.296, -0.0041
4146.685, -0.0041
4176.341, -0.0041
4241.108, -0.0041
4302.355, -0.0041
4343.681, -0.0040
4403.406, -0.0041
4438.479, -0.0041
4485.874, -0.0041
4533.389, -0.0041
4557.000, -0.0041
4580.743, -0.0041
4610.305, -0.0041
4683.159, -0.0041
4732.534, -0.0042
4764.184, -0.0041
4787.796, -0.0041
4835.242, -0.0041
4897.627, -0.0041
4964.823, -0.0041
5012.992, -0.0041
5054.562, -0.0042
5090.784, -0.0041
5134.904, -0.0041
5178.382, -0.0042
5208.617, -0.0042
5270.730, -0.0042
5342.643, -0.0042
5384.090, -0.0042
5432.293, -0.0042
5480.937, -0.0041
5540.954, -0.0042
5577.450, -0.0042
5607.114, -0.0042
5662.141, -0.0042
5686.287, -0.0042
5727.284, -0.0042
5775.099, -0.0042
5835.719, -0.0042
5877.544, -0.0041
5938.259, -0.0041
5968.557, -0.0042
6042.539, -0.0042
6091.838, -0.0042
6141.516, -0.0041
6204.338, -0.0041
6257.472, -0.0042
6304.800, -0.0041
6348.171, -0.0042
6384.491, -0.0042
6409.739, -0.0042
6433.031, -0.0042
6462.676, -0.0042
6492.268, -0.0042
6530.059, -0.0042
6555.166, -0.0042
6614.439, -0.0043
6620.905, -0.0043
6644.063, -0.0042
6697.314, -0.0043
6747.422, -0.0042
6794.042, -0.0041
6811.842, -0.0042
6847.762, -0.0042
6876.907, -0.0042
6930.926, -0.0042
6991.131, -0.0041
7058.916, -0.0041
7077.885, -0.0041
7113.191, -0.0041
7156.518, -0.0041
7203.911, -0.0041
7257.346, -0.0041
7304.594, -0.0040
7353.979, -0.0040
7473.974, -0.0040
7575.098, -0.0039
7600.579, -0.0041
7653.396, -0.0041
7702.508, -0.0041
7726.584, -0.0043
7769.797, -0.0042
7810.806, -0.0042
7834.398, -0.0043
7864.503, -0.0043
7925.494, -0.0042
7955.225, -0.0041
8023.750, -0.0041
8065.691, -0.0041
8088.590, -0.0040
8130.485, -0.0040
8148.236, -0.0040
8160.029, -0.0041
8268.384, -0.0041
8327.912, -0.0041
8384.753, -0.0041
8416.131, -0.0041
8465.588, -0.0041
8478.139, -0.0041
8490.751, -0.0041
8553.607, -0.0041
8615.019, -0.0041
8650.902, -0.0041
8749.489, -0.0040
8808.687, -0.0041
8844.635, -0.0041
8885.743, -0.0041
8968.631, -0.0041
9004.497, -0.0040
9061.319, -0.0040
9098.277, -0.0041
9129.590, -0.0041
9183.627, -0.0041
9230.971, -0.0041
9286.649, -0.0041
9341.710, -0.0042
9372.747, -0.0042
9391.202, -0.0042
9463.885, -0.0042
9540.218, -0.0042
9619.360, -0.0043
9663.029, -0.0043
9728.596, -0.0042
9747.512, -0.0043
9818.711, -0.0043
9867.680, -0.0042
9920.047, -0.0042
9944.475, -0.0042
9985.987, -0.0041
10041.051, -0.0041
10066.371, -0.0041
10091.553, -0.0041
10159.707, -0.0042
10244.589, -0.0041
10267.952, -0.0042
10291.626, -0.0042
10309.309, -0.0042
10351.220, -0.0042
10419.934, -0.0041
10455.161, -0.0041
10510.172, -0.0042
10545.047, -0.0042
10630.394, -0.0042
10665.929, -0.0042
10695.516, -0.0042
10772.446, -0.0042
10821.838, -0.0042
10865.173, -0.0042
10926.864, -0.0042
10980.057, -0.0042
11017.176, -0.0042
11029.508, -0.0041
11070.418, -0.0041
11105.951, -0.0042
11177.014, -0.0041
11206.602, -0.0041
11298.970, -0.0041
11324.195, -0.0041
11380.045, -0.0041
11429.180, -0.0042
11460.623, -0.0043
11504.351, -0.0042
11566.274, -0.0042
11608.382, -0.0042
11706.981, -0.0042
11730.675, -0.0042
11742.427, -0.0043
11807.916, -0.0043
11854.902, -0.0043
11896.741, -0.0043
11932.031, -0.0043
11963.524, -0.0043
12011.421, -0.0043
12042.254, -0.0042
12095.063, -0.0043
12119.173, -0.0043
12149.214, -0.0042
12208.439, -0.0042
12255.539, -0.0043
12285.120, -0.0043
12332.520, -0.0042
12379.835, -0.0043
12447.092, -0.0042
12465.001, -0.0043
12494.167, -0.0042
12525.711, -0.0042
12580.918, -0.0042
12628.493, -0.0042
12659.711, -0.0042
12738.371, -0.0042
12779.837, -0.0043
12815.365, -0.0043
12850.948, -0.0042
12892.804, -0.0043
12922.007, -0.0043
12984.271, -0.0043
13053.449, -0.0044
13114.989, -0.0045
13165.215, -0.0045
13200.262, -0.0045
13237.973, -0.0045
13274.002, -0.0044
13330.570, -0.0045
13393.486, -0.0055
13412.422, -0.0060
13469.112, -0.0070
13494.303, -0.0048
13519.098, -0.0051
13574.249, -0.0055
13604.641, -0.0056
13699.665, -0.0046
13767.901, -0.0049
13822.865, -0.0057
13863.918, -0.0051
13925.340, -0.0047
13949.406, -0.0055
13984.576, -0.0056
14059.393, -0.0050
14127.053, -0.0048
14146.035, -0.0056
14238.310, -0.0054
14299.032, -0.0046
14346.893, -0.0051
14370.943, -0.0054
14413.868, -0.0048
14486.335, -0.0047
14518.153, -0.0052
14530.635, -0.0053
14562.035, -0.0048
14642.481, -0.0049
14696.233, -0.0055
14782.196, -0.0050
14818.248, -0.0048
14892.767, -0.0049
14942.862, -0.0054
15003.300, -0.0050
15047.505, -0.0048
15066.467, -0.0054
15132.421, -0.0053
15175.045, -0.0049
15262.276, -0.0052
15293.261, -0.0054
15324.613, -0.0052
15439.669, -0.0049
15457.092, -0.0053
15505.168, -0.0054
15577.130, -0.0049
15624.563, -0.0050
15648.146, -0.0053
15701.496, -0.0050
15738.940, -0.0048
15792.270, -0.0051
15815.967, -0.0053
15890.945, -0.0050
15927.219, -0.0049
15973.846, -0.0054
16033.124, -0.0052
16070.235, -0.0050
16106.102, -0.0053
16189.020, -0.0054
16285.561, -0.0052
16317.090, -0.0051
16366.261, -0.0053
16421.411, -0.0054
16494.491, -0.0050
16536.370, -0.0052
16586.043, -0.0054
16610.284, -0.0051
16652.085, -0.0051
16675.831, -0.0054
16724.592, -0.0054
16742.728, -0.0051
16790.249, -0.0052
16819.639, -0.0054
16910.250, -0.0052
16939.803, -0.0050
17004.933, -0.0052
17071.829, -0.0053
17128.570, -0.0052
17146.708, -0.0051
17224.533, -0.0054
17261.256, -0.0053
17302.792, -0.0052
17363.679, -0.0054
17425.543, -0.0055
17490.831, -0.0055
17550.921, -0.0054
17610.385, -0.0055
17635.571, -0.0055
17660.702, -0.0051
17673.108, -0.0053
17714.570, -0.0054
17799.590, -0.0053
17835.110, -0.0052
17882.864, -0.0054
17912.059, -0.0054
17959.375, -0.0053
18020.220, -0.0052
18064.130, -0.0054
18108.220, -0.0053
18139.237, -0.0052
18158.121, -0.0054
18189.673, -0.0054
18237.419, -0.0052
18274.550, -0.0053
18321.853, -0.0054
18351.400, -0.0053
18398.756, -0.0052
18422.438, -0.0054
18487.549, -0.0054
18535.342, -0.0052
18615.050, -0.0052
18674.963, -0.0053
18734.416, -0.0053
18764.646, -0.0052
18826.237, -0.0053
18862.823, -0.0054
18934.904, -0.0052
18977.868, -0.0053
19037.923, -0.0053
19069.292, -0.0053
19116.420, -0.0053
19176.977, -0.0053
19201.304, -0.0054
19225.740, -0.0054
19262.429, -0.0052
19298.343, -0.0054
19380.671, -0.0054
19422.729, -0.0053
19457.998, -0.0053
19493.503, -0.0052
19524.659, -0.0053
19584.317, -0.0053
19622.038, -0.0054
19647.157, -0.0054
19694.623, -0.0052
19748.425, -0.0051
19772.560, -0.0053
19814.950, -0.0052
19869.444, -0.0051
19906.395, -0.0051
20050.180, -0.0051
20062.823, -0.0051
20087.178, -0.0051
20182.721, -0.0052
20235.275, -0.0052
20270.805, -0.0050
20331.946, -0.0051
20367.511, -0.0051
20426.715, -0.0051
20475.551, -0.0050
20540.974, -0.0051
20612.129, -0.0050
20665.431, -0.0050
20707.193, -0.0050
20766.108, -0.0051
20790.747, -0.0050
20821.177, -0.0050
20868.576, -0.0050
20933.734, -0.0050
21004.777, -0.0050
21064.780, -0.0051
21131.535, -0.0051
21188.037, -0.0050
21263.462, -0.0050
21326.260, -0.0051
21387.043, -0.0051
21430.401, -0.0051
21478.603, -0.0051
21558.527, -0.0051
21618.584, -0.0050
21686.508, -0.0050
21728.048, -0.0051
21757.705, -0.0051
21788.852, -0.0051
21858.156, -0.0051
21937.261, -0.0051
21968.049, -0.0050
22023.947, -0.0050
22042.954, -0.0051
22080.737, -0.0051
22118.390, -0.0051
22124.840, -0.0051
22143.770, -0.0051
22175.190, -0.0051
22229.082, -0.0051
22264.972, -0.0051
22323.813, -0.0052
22367.447, -0.0051
22408.532, -0.0051
22444.624, -0.0054
22499.179, -0.0052
22549.334, -0.0052
22580.774, -0.0052
22617.445, -0.0053
22667.093, -0.0053
22769.210, -0.0053
22810.663, -0.0053
22853.226, -0.0052
22890.857, -0.0053
22935.052, -0.0053
22978.555, -0.0053
23037.275, -0.0053
23096.748, -0.0051
23143.814, -0.0051
23229.893, -0.0052
23267.578, -0.0051
23336.762, -0.0051
23361.924, -0.0051
23411.453, -0.0051
23461.102, -0.0051
23492.238, -0.0052
23545.931, -0.0052
23594.074, -0.0051
23666.796, -0.0051
23696.009, -0.0052
23731.565, -0.0051
23772.571, -0.0051
23843.645, -0.0051
23891.030, -0.0052
23952.082, -0.0051
23982.137, -0.0051
24042.998, -0.0051
24084.471, -0.0051
24125.986, -0.0052
24179.743, -0.0052
24209.302, -0.0052
24258.232, -0.0051
24306.961, -0.0052
24366.882, -0.0052
24391.544, -0.0052
24415.933, -0.0052
24494.973, -0.0054
24550.160, -0.0054
24609.462, -0.0053
24665.995, -0.0053
24727.558, -0.0054
24751.522, -0.0054
24811.087, -0.0054
24886.240, -0.0054
24936.503, -0.0055
24983.845, -0.0055
25045.064, -0.0054
25100.122, -0.0054
25142.007, -0.0055
25190.801, -0.0055
25208.549, -0.0055
25250.122, -0.0054
25315.236, -0.0055
25400.195, -0.0054
25460.132, -0.0054
25509.228, -0.0055
25608.849, -0.0054
25650.807, -0.0054
25710.213, -0.0055
25757.570, -0.0054
25793.085, -0.0054
25840.876, -0.0055
25911.984, -0.0055
25941.529, -0.0054
26020.193, -0.0055
26083.136, -0.0055
26118.638, -0.0055
26154.229, -0.0055
26203.484, -0.0055
26282.453, -0.0054
26329.864, -0.0053
26410.537, -0.0050
26435.756, -0.0051
26477.621, -0.0051
26496.107, -0.0051
26568.436, -0.0051
26603.982, -0.0052
26682.888, -0.0053
26712.984, -0.0052
26748.060, -0.0053
26807.721, -0.0054
26869.708, -0.0053
26906.787, -0.0053
26973.073, -0.0052
27022.058, -0.0051
27084.826, -0.0051
27135.259, -0.0051
27153.427, -0.0051
27197.470, -0.0051
27304.176, -0.0051
27347.167, -0.0052
27401.333, -0.0053
27466.152, -0.0052
27472.641, -0.0053
27521.428, -0.0053
27557.605, -0.0053
27592.293, -0.0052
27647.824, -0.0052
27720.485, -0.0052
27770.149, -0.0052
27836.477, -0.0052
27885.457, -0.0052
27925.249, -0.0051
27954.811, -0.0052
27996.049, -0.0052
28043.231, -0.0052
28120.731, -0.0052
28145.249, -0.0052
28212.329, -0.0052
28230.378, -0.0052
28291.612, -0.0053
28358.568, -0.0054
28417.877, -0.0053
28465.627, -0.0052
28563.851, -0.0052
28643.874, -0.0053
28691.735, -0.0053
28733.961, -0.0053
28825.759, -0.0053
28886.156, -0.0053
28916.510, -0.0052
28957.960, -0.0053
28999.846, -0.0053
29062.515, -0.0053
29099.765, -0.0053
29141.165, -0.0053
29182.598, -0.0053
29237.888, -0.0052
29267.535, -0.0053
29330.901, -0.0053
29393.026, -0.0053
29460.626, -0.0053
29473.039, -0.0054
29503.009, -0.0053
29558.619, -0.0054
29619.047, -0.0053
29655.667, -0.0054
